lookup_key,edge_id,hour_of_day_str,time_scope,is_fallback,edge_traversal_count,total_length_m,total_time_sec,mean_length_m,mean_traversal_time_sec,mean_speed_kph,mean_time_per_km_sec,free_flow_source
10020701570|8449081569|0@all_day,10020701570|8449081569|0,all_day,all_day,1,33,4600.166023725754,492.3777384566563,139.39897041593193,14.920537528989584,33.63392857142857,107.03477568356783,graph_travel_time
10020701670|301110153|0@all_day,10020701670|301110153|0,all_day,all_day,1,2730,152197.4926737154,11137.556964406143,55.749997316379265,4.079691195753166,49.194897532413215,73.17832093517535,graph_travel_time
10026724460|10026724476|0@all_day,10026724460|10026724476|0,all_day,all_day,1,31,99.6916516880187,31.0,3.215859731871571,1.0,25.896358543417367,310.9588363227579,graph_travel_time
10026724476|10026724460|0@all_day,10026724476|10026724460|0,all_day,all_day,1,150,482.3789597807356,150.0,3.215859731871571,1.0,25.896358543417367,310.9588363227579,graph_travel_time
10026724476|475410118|0@all_day,10026724476|475410118|0,all_day,all_day,1,60,1074.0078873238256,149.30394124268045,17.900131455397094,2.488399020711341,25.896358543417367,139.01568415359654,graph_travel_time
10036771792|7184363468|0@all_day,10036771792|7184363468|0,all_day,all_day,1,1,29.80325057143995,3.18998423955524,29.80325057143995,3.18998423955524,33.63392857142857,107.03477568356783,graph_travel_time
10036771792|7184364890|0@all_day,10036771792|7184364890|0,all_day,all_day,1,3,140.13658184980682,14.99948760335602,46.71219394993561,4.999829201118673,33.63392857142857,107.03477568356784,graph_travel_time
10042421889|1520431704|0@all_day,10042421889|1520431704|0,all_day,all_day,1,1,59.799106810173924,7.175892817220872,59.799106810173924,7.175892817220872,30.0,120.00000000000001,graph_travel_time
10042421889|3150248839|0@all_day,10042421889|3150248839|0,all_day,all_day,1,2,41.07223176150766,4.928667811380919,20.53611588075383,2.4643339056904594,30.0,120.0,graph_travel_time
10042421894|1520431718|0@all_day,10042421894|1520431718|0,all_day,all_day,1,1,44.612897103906704,5.353547652468804,44.612897103906704,5.353547652468804,30.0,120.0,graph_travel_time
10042421899|8011183421|0@all_day,10042421899|8011183421|0,all_day,all_day,1,1,43.3311879365676,5.199742552388113,43.3311879365676,5.199742552388113,30.0,120.00000000000001,graph_travel_time
10044812524|1386051854|0@all_day,10044812524|1386051854|0,all_day,all_day,1,20375,287855.2310770539,22344.90846764593,14.127864101941293,1.0966826241789414,46.3765082491997,77.62550773886957,graph_travel_time
10044891877|2642432194|0@all_day,10044891877|2642432194|0,all_day,all_day,1,7,889.661922391706,56.28543623951505,127.09456034167228,8.040776605645007,56.90251572327044,63.266095606521134,graph_travel_time
10050982818|10050982829|0@all_day,10050982818|10050982829|0,all_day,all_day,1,1,57.72096943547301,6.1781510157639286,57.72096943547301,6.1781510157639286,33.63392857142857,107.03477568356783,graph_travel_time
10050982818|2206643172|0@all_day,10050982818|2206643172|0,all_day,all_day,1,475,8855.809450048111,947.87957798232,18.64380936852234,1.9955359536469894,33.63392857142857,107.03477568356784,graph_travel_time
10050982829|10050982825|0@all_day,10050982829|10050982825|0,all_day,all_day,1,1,62.31331765239966,6.669691977023506,62.31331765239966,6.669691977023506,33.63392857142857,107.03477568356784,graph_travel_time
10050982867|4695503268|0@all_day,10050982867|4695503268|0,all_day,all_day,1,18,1749.3326613776717,187.2394290064978,97.18514785431509,10.40219050036099,33.63392857142857,107.03477568356783,graph_travel_time
10050982933|10050982935|0@all_day,10050982933|10050982935|0,all_day,all_day,1,111,784.5484206838022,111.0,7.068003789944164,1.0,33.63392857142857,141.48266324117233,graph_travel_time
10050982934|10050982935|0@all_day,10050982934|10050982935|0,all_day,all_day,1,43,128.45179909177187,43.0,2.9872511416691134,1.0,33.63392857142857,334.75591859385963,graph_travel_time
10050982935|10050982933|0@all_day,10050982935|10050982933|0,all_day,all_day,1,152,1074.336576071513,152.0,7.068003789944164,1.0,33.63392857142857,141.48266324117233,graph_travel_time
10050982935|10050982934|0@all_day,10050982935|10050982934|0,all_day,all_day,1,100,298.72511416691134,100.0,2.9872511416691134,1.0,33.63392857142857,334.75591859385963,graph_travel_time
10050982935|1788788569|0@all_day,10050982935|1788788569|0,all_day,all_day,1,1979,40314.69297869604,4315.074119726638,20.371244557198604,2.180431591574855,33.63392857142857,107.03477568356784,graph_travel_time
1006031528|12045803530|0@all_day,1006031528|12045803530|0,all_day,all_day,1,7,192.1923244611224,23.063078935334687,27.456046351588917,3.2947255621906697,30.0,120.0,graph_travel_time
1006031528|12456387240|0@all_day,1006031528|12456387240|0,all_day,all_day,1,129,2767.9470105972136,332.15364127166566,21.456953570521037,2.5748344284625246,30.0,120.0,graph_travel_time
1006031528|292358191|0@all_day,1006031528|292358191|0,all_day,all_day,1,33,2274.7111395854517,176.57560716958335,68.93064059349854,5.350775974835859,46.3765082491997,77.62550773886957,graph_travel_time
10065738784|410770703|0@all_day,10065738784|410770703|0,all_day,all_day,1,8319,245913.09342972125,11066.089204337457,29.56041512558255,1.3302186806512148,80.0,45.0,graph_travel_time
10076848523|13526510198|0@all_day,10076848523|13526510198|0,all_day,all_day,1,6,141.72636189518522,11.00158080209653,23.621060315864206,1.8335968003494219,46.3765082491997,77.62550773886957,graph_travel_time
10076848523|1687536457|0@all_day,10076848523|1687536457|0,all_day,all_day,1,1,66.82463837892772,5.074753679235097,66.82463837892772,5.074753679235097,47.405,75.94135639700454,graph_travel_time
10076848523|688009527|0@all_day,10076848523|688009527|0,all_day,all_day,1,6,63.186292524705664,6.0,10.531048754117611,1.0,47.405,94.95730419147502,graph_travel_time
10078385862|10078385865|0@all_day,10078385862|10078385865|0,all_day,all_day,1,8,608.6519107959305,46.22185167947157,76.08148884949131,5.777731459933946,47.405,75.94135639700454,graph_travel_time
10078385862|1104540558|0@all_day,10078385862|1104540558|0,all_day,all_day,1,9,364.9652609259928,27.715956952506573,40.55169565844365,3.0795507725007303,47.405,75.94135639700453,graph_travel_time
10078385865|10078385862|0@all_day,10078385865|10078385862|0,all_day,all_day,1,9,684.7333996454219,51.99958313940552,76.08148884949132,5.777731459933947,47.405,75.94135639700453,graph_travel_time
10078385865|1104541150|0@all_day,10078385865|1104541150|0,all_day,all_day,1,7,1373.213465835214,104.28369321815781,196.17335226217344,14.89767045973683,47.405,75.94135639700454,graph_travel_time
10080653469|3803812845|0@all_day,10080653469|3803812845|0,all_day,all_day,1,2,97.50440999898117,7.404617150012282,48.75220499949059,3.702308575006141,47.405,75.94135639700453,graph_travel_time
10082658536|4473892758|0@all_day,10082658536|4473892758|0,all_day,all_day,1,1,13.450948644168715,1.0214832848646214,13.450948644168715,1.0214832848646214,47.405,75.94135639700454,graph_travel_time
10083541087|10083541093|0@all_day,10083541087|10083541093|0,all_day,all_day,1,1,84.61826602647615,10.15419192317714,84.61826602647615,10.15419192317714,30.0,120.00000000000001,graph_travel_time
10083541093|10083541087|0@all_day,10083541093|10083541087|0,all_day,all_day,1,1,84.61826602647615,10.15419192317714,84.61826602647615,10.15419192317714,30.0,120.00000000000001,graph_travel_time
10083541093|3166580170|0@all_day,10083541093|3166580170|0,all_day,all_day,1,2,119.10085480878293,14.292102577053951,59.55042740439146,7.146051288526976,30.0,120.0,graph_travel_time
10083541093|542811466|0@all_day,10083541093|542811466|0,all_day,all_day,1,15,907.6852713422714,108.92223256107258,60.5123514228181,7.261482170738172,30.0,120.0,graph_travel_time
10084843176|478903237|0@all_day,10084843176|478903237|0,all_day,all_day,1,27,995.033387223827,138.32524708059088,36.8530884156973,5.123157299281144,25.896358543417367,139.01568415359654,graph_travel_time
10096174952|10103446165|0@all_day,10096174952|10103446165|0,all_day,all_day,1,1,500.7655983685094,38.028818777062206,500.7655983685094,38.028818777062206,47.405,75.94135639700454,graph_travel_time
10096174963|10096174952|0@all_day,10096174963|10096174952|0,all_day,all_day,1,1,37.44341253919524,2.8435035363590946,37.44341253919524,2.8435035363590946,47.405,75.94135639700453,graph_travel_time
10096174964|10096174968|0@all_day,10096174964|10096174968|0,all_day,all_day,1,1,34.987395697247884,2.7159143554596077,34.987395697247884,2.7159143554596077,46.3765082491997,77.62550773886957,graph_travel_time
10096174968|1159958426|0@all_day,10096174968|1159958426|0,all_day,all_day,1,1,43.0683116120196,3.2706660015456293,43.0683116120196,3.2706660015456293,47.405,75.94135639700454,graph_travel_time
10096175011|10096174963|0@all_day,10096175011|10096174963|0,all_day,all_day,1,1,17.410325024333137,1.3221636976605693,17.410325024333137,1.3221636976605693,47.405,75.94135639700453,graph_travel_time
10101064128|1517007199|0@all_day,10101064128|1517007199|0,all_day,all_day,1,2,25.576345477096588,2.0,12.788172738548294,1.0,47.405,78.19725463870449,graph_travel_time
10101064128|1517007923|0@all_day,10101064128|1517007923|0,all_day,all_day,1,1,211.51867139178106,16.41924426303811,211.51867139178106,16.41924426303811,46.3765082491997,77.62550773886957,graph_travel_time
10102922058|10102922059|0@all_day,10102922058|10102922059|0,all_day,all_day,1,82,590.8734496832168,82.0,7.205773776624595,1.0,49.194897532413215,138.7776012680252,graph_travel_time
10102922059|10102922063|0@all_day,10102922059|10102922063|0,all_day,all_day,1,82,2416.6536696027547,176.84665782335958,29.471386214667742,2.1566665588214584,49.194897532413215,73.17832093517535,graph_travel_time
10102922063|10102922064|0@all_day,10102922063|10102922064|0,all_day,all_day,1,82,603.8614957665784,82.0,7.3641645825192485,1.0,49.194897532413215,135.79272825783374,graph_travel_time
10102922064|10102922067|0@all_day,10102922064|10102922067|0,all_day,all_day,1,9,177.21668260912975,12.968419275038004,19.690742512125528,1.4409354750042227,49.194897532413215,73.17832093517535,graph_travel_time
10102922064|2970333198|0@all_day,10102922064|2970333198|0,all_day,all_day,1,73,1988.1301216207817,145.48802410085477,27.234659200284682,1.9929866315185585,49.194897532413215,73.17832093517535,graph_travel_time
10102922067|10102922068|0@all_day,10102922067|10102922068|0,all_day,all_day,1,26,217.13971198261316,26.0,8.35152738394666,1.0,49.194897532413215,119.73857643359993,graph_travel_time
10102922068|10102922085|0@all_day,10102922068|10102922085|0,all_day,all_day,1,10,243.06510652473668,18.4586938822709,24.30651065247367,1.84586938822709,47.405,75.94135639700453,graph_travel_time
10102922068|10102922090|0@all_day,10102922068|10102922090|0,all_day,all_day,1,16,352.9583743369891,25.828901193989946,22.05989839606182,1.6143063246243716,49.194897532413215,73.17832093517534,graph_travel_time
10102922078|10102922058|0@all_day,10102922078|10102922058|0,all_day,all_day,1,1,25.3668130509502,1.8563007865450283,25.3668130509502,1.8563007865450283,49.194897532413215,73.17832093517535,graph_travel_time
10102922078|1131139616|0@all_day,10102922078|1131139616|0,all_day,all_day,1,16,537.4895713112819,39.332584348726805,33.59309820695512,2.4582865217954253,49.194897532413215,73.17832093517535,graph_travel_time
10102922085|10102922090|0@all_day,10102922085|10102922090|0,all_day,all_day,1,1,25.733635126473587,1.9542471565300055,25.733635126473587,1.9542471565300055,47.405,75.94135639700454,graph_travel_time
10102922085|6820217381|0@all_day,10102922085|6820217381|0,all_day,all_day,1,10,546.6133025466722,65.59359630560067,54.66133025466723,6.559359630560067,30.0,120.0,graph_travel_time
10102922090|10102922078|0@all_day,10102922090|10102922078|0,all_day,all_day,1,17,274.4564527723019,20.0842623837013,16.14449722190011,1.181427199041253,49.194897532413215,73.17832093517535,graph_travel_time
10102934138|12131496129|0@all_day,10102934138|12131496129|0,all_day,all_day,1,17,473.83545800004964,34.67448321599343,27.87267400000292,2.039675483293731,49.194897532413215,73.17832093517534,graph_travel_time
10102934142|12131496120|0@all_day,10102934142|12131496120|0,all_day,all_day,1,73,2463.6984592667227,180.28931653971728,33.74929396255784,2.469716664927634,49.194897532413215,73.17832093517535,graph_travel_time
10102934151|10102934138|0@all_day,10102934151|10102934138|0,all_day,all_day,1,17,248.1543059749798,18.15951544408277,14.597312116175281,1.0682067908283983,49.194897532413215,73.17832093517535,graph_travel_time
10103441062|10103441066|0@all_day,10103441062|10103441066|0,all_day,all_day,1,1,29.543634827184356,2.2435837016741624,29.543634827184356,2.2435837016741624,47.405,75.94135639700453,graph_travel_time
10103441066|1159958327|0@all_day,10103441066|1159958327|0,all_day,all_day,1,1,59.889846570222474,4.548116182951184,59.889846570222474,4.548116182951184,47.405,75.94135639700453,graph_travel_time
10103441077|4711695140|0@all_day,10103441077|4711695140|0,all_day,all_day,1,2,706.9090375535587,53.683631161118264,353.45451877677937,26.841815580559132,47.405,75.94135639700453,graph_travel_time
10103446165|10103441062|0@all_day,10103446165|10103441062|0,all_day,all_day,1,1,91.71776071038096,6.96517115404222,91.71776071038096,6.96517115404222,47.405,75.94135639700453,graph_travel_time
10103446168|10103446185|0@all_day,10103446168|10103446185|0,all_day,all_day,1,2,117.63735345877683,8.933540184613365,58.818676729388415,4.466770092306683,47.405,75.94135639700454,graph_travel_time
10103446168|2303546436|0@all_day,10103446168|2303546436|0,all_day,all_day,1,7,2189.8687561574557,166.30160367401837,312.8383937367794,23.757371953431196,47.405,75.94135639700454,graph_travel_time
10103446185|10103446198|0@all_day,10103446185|10103446198|0,all_day,all_day,1,7,184.82886057604674,14.036154373457826,26.404122939435247,2.005164910493975,47.405,75.94135639700454,graph_travel_time
10103446185|1188198847|0@all_day,10103446185|1188198847|0,all_day,all_day,1,8,600.6916550507281,43.95760671638382,75.08645688134101,5.494700839547978,49.194897532413215,73.17832093517535,graph_travel_time
10103446185|1300694238|0@all_day,10103446185|1300694238|0,all_day,all_day,1,9,1645.4972819190045,120.41472819422762,182.83303132433383,13.379414243803069,49.194897532413215,73.17832093517535,graph_travel_time
10103446191|10103446185|0@all_day,10103446191|10103446185|0,all_day,all_day,1,6,82.50144861788634,6.037317484576565,13.75024143631439,1.006219580762761,49.194897532413215,73.17832093517535,graph_travel_time
10103446191|1188215759|0@all_day,10103446191|1188215759|0,all_day,all_day,1,2,351.88005661940156,25.74999171398224,175.94002830970078,12.87499585699112,49.194897532413215,73.17832093517535,graph_travel_time
10103446198|10103446168|0@all_day,10103446198|10103446168|0,all_day,all_day,1,7,170.6415166254491,12.958748230178603,24.3773595179213,1.8512497471683718,47.405,75.94135639700453,graph_travel_time
10103446294|10121252363|0@all_day,10103446294|10121252363|0,all_day,all_day,1,1,22.249612234282424,1.5615445091699158,22.249612234282424,1.5615445091699158,51.29447388342165,70.18299881936245,graph_travel_time
10103446294|1104541092|0@all_day,10103446294|1104541092|0,all_day,all_day,1,9,91.09313158001453,9.0,10.121459064446059,1.0,51.29447388342165,98.79998462995606,graph_travel_time
10106989594|3663185348|0@all_day,10106989594|3663185348|0,all_day,all_day,1,2,478.4639206467776,37.141004774936306,239.2319603233888,18.570502387468153,46.3765082491997,77.62550773886957,graph_travel_time
10116221399|8420498066|0@all_day,10116221399|8420498066|0,all_day,all_day,1,6,444.88024569670694,80.07844422540725,74.14670761611782,13.34640737090121,20.0,180.0,graph_travel_time
10118897644|297880076|0@all_day,10118897644|297880076|0,all_day,all_day,1,10,1212.9078832893965,94.15259028081695,121.29078832893966,9.415259028081696,46.3765082491997,77.62550773886957,graph_travel_time
10118897644|4394002934|0@all_day,10118897644|4394002934|0,all_day,all_day,1,15,187.3592386744643,15.0,12.490615911630954,1.0,46.3765082491997,80.06010328672622,graph_travel_time
10118897654|10118897644|0@all_day,10118897654|10118897644|0,all_day,all_day,1,2,291.39123670884373,22.619392700181127,145.69561835442187,11.309696350090563,46.3765082491997,77.62550773886957,graph_travel_time
10118897654|297880076|0@all_day,10118897654|297880076|0,all_day,all_day,1,221,16320.792637877841,1266.9098152160718,73.84974044288616,5.7326235982627685,46.3765082491997,77.62550773886957,graph_travel_time
10118897654|299613187|0@all_day,10118897654|299613187|0,all_day,all_day,1,660,59343.41151564838,4606.562449858885,89.91425987219452,6.979640075543766,46.3765082491997,77.62550773886957,graph_travel_time
10121252356|10121252363|0@all_day,10121252356|10121252363|0,all_day,all_day,1,9,680.6938912112558,47.7731385632268,75.63265457902843,5.3081265070252,51.29447388342165,70.18299881936245,graph_travel_time
10121252356|1587139203|0@all_day,10121252356|1587139203|0,all_day,all_day,1,1,6.615654943663963,1.0,6.615654943663963,1.0,51.29447388342165,151.1566138977266,graph_travel_time
10121252363|10103446294|0@all_day,10121252363|10103446294|0,all_day,all_day,1,9,200.24651010854183,14.053900582529243,22.249612234282424,1.5615445091699158,51.29447388342165,70.18299881936245,graph_travel_time
10121252363|10121252356|0@all_day,10121252363|10121252356|0,all_day,all_day,1,1,75.63265457902844,5.308126507025201,75.63265457902844,5.308126507025201,51.29447388342165,70.18299881936245,graph_travel_time
10121398772|2214944479|0@all_day,10121398772|2214944479|0,all_day,all_day,1,97,2553.7038698656243,198.23255951303517,26.32684401923324,2.043634634155002,46.3765082491997,77.62550773886957,graph_travel_time
10121398772|292279458|0@all_day,10121398772|292279458|0,all_day,all_day,1,7,114.8757051275354,8.917284937385599,16.410815018219342,1.2738978481979426,46.3765082491997,77.62550773886957,graph_travel_time
10121743224|1670401843|0@all_day,10121743224|1670401843|0,all_day,all_day,1,102,9309.844038134368,722.681370429868,91.27298076602321,7.085111474802628,46.3765082491997,77.62550773886957,graph_travel_time
10124851082|10124851086|0@all_day,10124851082|10124851086|0,all_day,all_day,1,1,23.104171903543616,1.7934730748986978,23.104171903543616,1.7934730748986978,46.3765082491997,77.62550773886957,graph_travel_time
10124851082|3569490412|0@all_day,10124851082|3569490412|0,all_day,all_day,1,18,3468.813091308855,269.2683774640876,192.7118384060475,14.959354303560422,46.3765082491997,77.62550773886957,graph_travel_time
10124851082|3569490418|0@all_day,10124851082|3569490418|0,all_day,all_day,1,2,45.54370297566494,3.535353067794256,22.77185148783247,1.767676533897128,46.3765082491997,77.62550773886957,graph_travel_time
10124851086|10124851082|0@all_day,10124851086|10124851082|0,all_day,all_day,1,2,46.20834380708724,3.586946149797396,23.10417190354362,1.793473074898698,46.3765082491997,77.62550773886957,graph_travel_time
10124851086|10124851087|0@all_day,10124851086|10124851087|0,all_day,all_day,1,6,134.64181666022557,10.451639381133798,22.44030277670426,1.741939896855633,46.3765082491997,77.62550773886957,graph_travel_time
10124851086|3569490418|0@all_day,10124851086|3569490418|0,all_day,all_day,1,5,136.8758454103824,10.625056997167954,27.375169082076482,2.125011399433591,46.3765082491997,77.62550773886957,graph_travel_time
10124851087|10124851086|0@all_day,10124851087|10124851086|0,all_day,all_day,1,4,89.76121110681704,6.967759587422532,22.44030277670426,1.741939896855633,46.3765082491997,77.62550773886957,graph_travel_time
10124851087|10124851088|0@all_day,10124851087|10124851088|0,all_day,all_day,1,6,364.66748616168377,39.0321025804064,60.77791436028063,6.505350430067734,33.63392857142857,107.03477568356784,graph_travel_time
10124851088|10124851087|0@all_day,10124851088|10124851087|0,all_day,all_day,1,6,364.66748616168377,39.0321025804064,60.77791436028063,6.505350430067734,33.63392857142857,107.03477568356784,graph_travel_time
10128043750|12136847637|0@all_day,10128043750|12136847637|0,all_day,all_day,1,29,886.7658673998023,63.84714245278577,30.578133358613872,2.201625601820199,50.0,72.0,graph_travel_time
10128043750|715629461|0@all_day,10128043750|715629461|0,all_day,all_day,1,35,894.0097116882042,67.89231013769718,25.54313461966298,1.939780289648491,47.405,75.94135639700453,graph_travel_time
10128043750|805702116|0@all_day,10128043750|805702116|0,all_day,all_day,1,62,795.82599524566,62.0,12.83590314912355,1.0,49.194897532413215,77.90647750939763,graph_travel_time
10129473793|1549671740|0@all_day,10129473793|1549671740|0,all_day,all_day,1,1,72.99847127865155,5.666543397166615,72.99847127865155,5.666543397166615,46.3765082491997,77.62550773886957,graph_travel_time
10129668374|10129668380|0@all_day,10129668374|10129668380|0,all_day,all_day,1,1,67.43783192555472,7.218193212737899,67.43783192555472,7.218193212737899,33.63392857142857,107.03477568356783,graph_travel_time
10129668374|401623786|0@all_day,10129668374|401623786|0,all_day,all_day,1,6,54.6568013765321,6.0,9.109466896088684,1.0,46.3765082491997,109.77590800943229,graph_travel_time
10129668374|432578859|0@all_day,10129668374|432578859|0,all_day,all_day,1,403,18587.66589882971,1442.8770030771275,46.12324044374618,3.5803399580077606,46.3765082491997,77.62550773886957,graph_travel_time
10129704357|1327636141|0@all_day,10129704357|1327636141|0,all_day,all_day,1,1,29.59117510759835,2.2970299923171207,29.59117510759835,2.2970299923171207,46.3765082491997,77.62550773886959,graph_travel_time
10129721188|10129721200|0@all_day,10129721188|10129721200|0,all_day,all_day,1,20,2044.8522806193844,147.2293642045957,102.24261403096922,7.361468210229784,50.0,72.0,graph_travel_time
10129721188|702048160|0@all_day,10129721188|702048160|0,all_day,all_day,1,107,6225.625938481044,448.2450675706351,58.18341998580414,4.189206238977898,50.0,72.0,graph_travel_time
10129721200|10129721188|0@all_day,10129721200|10129721188|0,all_day,all_day,1,108,11042.202315344675,795.0385667048167,102.24261403096922,7.361468210229784,50.0,72.0,graph_travel_time
10129721200|10129729556|0@all_day,10129721200|10129729556|0,all_day,all_day,1,19,283.86620426509455,20.438366707086807,14.940326540268133,1.0757035108993056,50.0,72.0,graph_travel_time
10129729556|10129721200|0@all_day,10129729556|10129721200|0,all_day,all_day,1,108,1613.5552663489584,116.175979177125,14.940326540268133,1.0757035108993056,50.0,72.0,graph_travel_time
10129729556|1520370967|0@all_day,10129729556|1520370967|0,all_day,all_day,1,19,2776.169460944674,199.88420118801653,146.11418215498284,10.520221115158765,50.0,72.0,graph_travel_time
10137873924|12752998573|0@all_day,10137873924|12752998573|0,all_day,all_day,1,13,1886.056442634431,146.40608898366384,145.08126481803316,11.262006844897218,46.3765082491997,77.62550773886957,graph_travel_time
10137983384|10137983477|0@all_day,10137983384|10137983477|0,all_day,all_day,1,8,144.2723751134273,11.199216370872445,18.034046889178413,1.3999020463590557,46.3765082491997,77.62550773886957,graph_travel_time
10137983384|1187086308|0@all_day,10137983384|1187086308|0,all_day,all_day,1,15,1853.3258264521744,140.74407710637755,123.55505509681163,9.382938473758504,47.405,75.94135639700454,graph_travel_time
10137983394|10137983399|0@all_day,10137983394|10137983399|0,all_day,all_day,1,20,840.8535370320665,90.00056971896184,42.042676851603325,4.500028485948092,33.63392857142857,107.03477568356784,graph_travel_time
10137983394|1173452769|0@all_day,10137983394|1173452769|0,all_day,all_day,1,11,1667.2062515508592,126.60990413633778,151.56420468644174,11.509991285121616,47.405,75.94135639700453,graph_travel_time
10137983399|10137983384|0@all_day,10137983399|10137983384|0,all_day,all_day,1,20,778.9038027128784,59.1510112808008,38.94519013564392,2.95755056404004,47.405,75.94135639700453,graph_travel_time
