od_id,route_id,trip_count,avg_time_sec,avg_distance_m,avg_speed_kph,avg_circuity,sample_start_node,sample_end_node,sample_route_node_seq,sample_edge_seq,share,od_trip_count,stable_share_norm,route_rank,kept_trip_total,kept_route_count
111481288__7844486783,743d7f73db0f,14,627.857142357,2544.43534644,14.5892538752,1.55177132694,111481288,7844486783,111481288;2080756633;2207418932;111481561;2356350457;129559334;6545541668;3688773918;137868887;10718774501;129559333;3092601795;2204100011;3992990334;138234852;286968787;11514012749;475410511;2352603829;12533949485;129554561;2308839857;137959671;4452315908;137961403;1788785577;13514607727;137964116;3950967583;3950967587;4751729050;1788785773;2053568214;4464130475;7844486783;4751755844;7844486783,111481288|2080756633|0;2080756633|2207418932|0;2207418932|111481561|0;111481561|2356350457|0;2356350457|129559334|0;129559334|6545541668|0;6545541668|3688773918|0;3688773918|137868887|0;137868887|10718774501|0;10718774501|129559333|0;129559333|3092601795|0;3092601795|2204100011|0;2204100011|3992990334|0;3992990334|138234852|0;138234852|286968787|0;286968787|11514012749|0;11514012749|475410511|0;475410511|2352603829|0;2352603829|12533949485|0;12533949485|129554561|0;129554561|2308839857|0;2308839857|137959671|0;137959671|4452315908|0;4452315908|137961403|0;137961403|1788785577|0;1788785577|13514607727|0;13514607727|137964116|0;137964116|3950967583|0;3950967583|3950967587|0;3950967587|4751729050|0;4751729050|1788785773|0;1788785773|2053568214|0;2053568214|4464130475|0;4464130475|7844486783|0;7844486783|4751755844|0;4751755844|7844486783|0,0.159090909091,88,0.212121212121,2,66,10
111481288__7844486783,9a3d0297d157,6,565.000001,2829.91281164,18.0313028387,1.72587508069,111481288,7844486783,111481288;2080756633;2207418932;111481561;2356350457;129559334;6545541668;3688773918;137868887;10718774501;2356731137;3092601790;4925459193;138230335;5051610943;1548165654;138231433;138234198;138231423;4558796673;137888646;137882131;2222393782;137884299;12458801863;2307219720;12533949494;137901874;2308839857;137959671;4452315908;137961403;1788785577;13514607727;137964116;3950967583;3950967587;4751729050;1788785773;2053568214;4464130475;7844486783;4751755844;7844486783,111481288|2080756633|0;2080756633|2207418932|0;2207418932|111481561|0;111481561|2356350457|0;2356350457|129559334|0;129559334|6545541668|0;6545541668|3688773918|0;3688773918|137868887|0;137868887|10718774501|0;10718774501|2356731137|0;2356731137|3092601790|0;3092601790|4925459193|0;4925459193|138230335|0;138230335|5051610943|0;5051610943|1548165654|0;1548165654|138231433|0;138231433|138234198|0;138234198|138231423|0;138231423|4558796673|0;4558796673|137888646|0;137888646|137882131|0;137882131|2222393782|0;2222393782|137884299|0;137884299|12458801863|0;12458801863|2307219720|0;2307219720|12533949494|0;12533949494|137901874|0;137901874|2308839857|0;2308839857|137959671|0;137959671|4452315908|0;4452315908|137961403|0;137961403|1788785577|0;1788785577|13514607727|0;13514607727|137964116|0;137964116|3950967583|0;3950967583|3950967587|0;3950967587|4751729050|0;4751729050|1788785773|0;1788785773|2053568214|0;2053568214|4464130475|0;4464130475|7844486783|0;7844486783|4751755844|0;4751755844|7844486783|0,0.0681818181818,88,0.0909090909091,3,66,10
111481288__7844486783,b9a49de18ff9,5,555,3100.84572303,20.1135938791,1.89110856717,111481288,7844486783,111481288;2080756633;2207418932;111481561;2356350457;129559334;6545541668;3688773918;137868887;10718774501;2356731137;3092601790;4925459193;138230335;5051610943;1548165654;138231433;138234198;138231423;4558796673;137888646;137882131;2222393782;137884299;12458801863;2307219738;12458801865;9429130939;137896691;138238303;138238299;138238298;1788785577;13514607727;137964116;3950967583;3950967587;4751729050;1788785773;2053568214;4464130475;7844486783;4751728950;7844486783,111481288|2080756633|0;2080756633|2207418932|0;2207418932|111481561|0;111481561|2356350457|0;2356350457|129559334|0;129559334|6545541668|0;6545541668|3688773918|0;3688773918|137868887|0;137868887|10718774501|0;10718774501|2356731137|0;2356731137|3092601790|0;3092601790|4925459193|0;4925459193|138230335|0;138230335|5051610943|0;5051610943|1548165654|0;1548165654|138231433|0;138231433|138234198|0;138234198|138231423|0;138231423|4558796673|0;4558796673|137888646|0;137888646|137882131|0;137882131|2222393782|0;2222393782|137884299|0;137884299|12458801863|0;12458801863|2307219738|0;2307219738|12458801865|0;12458801865|9429130939|0;9429130939|137896691|0;137896691|138238303|0;138238303|138238299|0;138238299|138238298|0;138238298|1788785577|0;1788785577|13514607727|0;13514607727|137964116|0;137964116|3950967583|0;3950967583|3950967587|0;3950967587|4751729050|0;4751729050|1788785773|0;1788785773|2053568214|0;2053568214|4464130475|0;4464130475|7844486783|0;7844486783|4751728950|0;4751728950|7844486783|0,0.0568181818182,88,0.0757575757576,4,66,10
111481288__7844486783,c0a47891e89d,5,473.9999994,2605.62744509,19.7895755574,1.58909046898,111481288,7844486783,111481288;2080756633;2207418932;111481561;2356350457;129559334;6545541668;3688773918;137868887;10718774501;2356731137;3092601790;4925459193;138230335;5051610943;1548165654;138231433;138234198;138231423;4558796673;137888646;137882131;2222393782;137884299;12458801863;2307219738;12458801865;9429130939;137896691;138238303;138238299;138238298;1788785577;13514607727;137964116;3950967583;3950967587;4751729050;1788785773;2053568214;4464130475;7844486783,111481288|2080756633|0;2080756633|2207418932|0;2207418932|111481561|0;111481561|2356350457|0;2356350457|129559334|0;129559334|6545541668|0;6545541668|3688773918|0;3688773918|137868887|0;137868887|10718774501|0;10718774501|2356731137|0;2356731137|3092601790|0;3092601790|4925459193|0;4925459193|138230335|0;138230335|5051610943|0;5051610943|1548165654|0;1548165654|138231433|0;138231433|138234198|0;138234198|138231423|0;138231423|4558796673|0;4558796673|137888646|0;137888646|137882131|0;137882131|2222393782|0;2222393782|137884299|0;137884299|12458801863|0;12458801863|2307219738|0;2307219738|12458801865|0;12458801865|9429130939|0;9429130939|137896691|0;137896691|138238303|0;138238303|138238299|0;138238299|138238298|0;138238298|1788785577|0;1788785577|13514607727|0;13514607727|137964116|0;137964116|3950967583|0;3950967583|3950967587|0;3950967587|4751729050|0;4751729050|1788785773|0;1788785773|2053568214|0;2053568214|4464130475|0;4464130475|7844486783|0,0.0568181818182,88,0.0757575757576,5,66,10
111481288__7844486783,b0e730e59d04,3,630.000000333,3493.48837146,19.9627906835,2.13056900557,111481288,7844486783,111481288;1771990365;111481288;2080756633;2207418932;111481561;2356350457;129559334;6545541668;3688773918;137868887;10718774501;2356731137;3092601790;4925459193;138230335;5051610943;1548165654;138231433;138234198;138231423;4558796673;137888646;137882131;2222393782;137884299;12458801863;2307219738;12458801865;9429130939;137896691;138238303;138238299;138238298;1788785577;13514607727;137964116;3950967583;3950967587;4751729050;1788785773;2053568214;4464130475;7844486783;4751755844;7844486783,111481288|1771990365|0;1771990365|111481288|0;111481288|2080756633|0;2080756633|2207418932|0;2207418932|111481561|0;111481561|2356350457|0;2356350457|129559334|0;129559334|6545541668|0;6545541668|3688773918|0;3688773918|137868887|0;137868887|10718774501|0;10718774501|2356731137|0;2356731137|3092601790|0;3092601790|4925459193|0;4925459193|138230335|0;138230335|5051610943|0;5051610943|1548165654|0;1548165654|138231433|0;138231433|138234198|0;138234198|138231423|0;138231423|4558796673|0;4558796673|137888646|0;137888646|137882131|0;137882131|2222393782|0;2222393782|137884299|0;137884299|12458801863|0;12458801863|2307219738|0;2307219738|12458801865|0;12458801865|9429130939|0;9429130939|137896691|0;137896691|138238303|0;138238303|138238299|0;138238299|138238298|0;138238298|1788785577|0;1788785577|13514607727|0;13514607727|137964116|0;137964116|3950967583|0;3950967583|3950967587|0;3950967587|4751729050|0;4751729050|1788785773|0;1788785773|2053568214|0;2053568214|4464130475|0;4464130475|7844486783|0;7844486783|4751755844|0;4751755844|7844486783|0,0.0340909090909,88,0.0454545454545,6,66,10
111481288__7844486783,bc11acd6c99d,3,609.999999333,2814.72635888,16.6114998411,1.71661333938,111481288,7844486783,111481288;2080756633;2207418932;111481561;2356350457;129559334;6545541668;3688773918;137868887;10718774501;129559333;3092601795;2204100011;3992990334;138234852;286968787;11514012749;475410511;2352603829;12533949485;129554561;2308839857;137959671;4452315908;137961403;1788785577;13514607727;137964116;3950967583;3950967587;4751729050;1788785773;2053568214;4464130475;7844486783;4751728950;7844486783,111481288|2080756633|0;2080756633|2207418932|0;2207418932|111481561|0;111481561|2356350457|0;2356350457|129559334|0;129559334|6545541668|0;6545541668|3688773918|0;3688773918|137868887|0;137868887|10718774501|0;10718774501|129559333|0;129559333|3092601795|0;3092601795|2204100011|0;2204100011|3992990334|0;3992990334|138234852|0;138234852|286968787|0;286968787|11514012749|0;11514012749|475410511|0;475410511|2352603829|0;2352603829|12533949485|0;12533949485|129554561|0;129554561|2308839857|0;2308839857|137959671|0;137959671|4452315908|0;4452315908|137961403|0;137961403|1788785577|0;1788785577|13514607727|0;13514607727|137964116|0;137964116|3950967583|0;3950967583|3950967587|0;3950967587|4751729050|0;4751729050|1788785773|0;1788785773|2053568214|0;2053568214|4464130475|0;4464130475|7844486783|0;7844486783|4751728950|0;4751728950|7844486783|0,0.0340909090909,88,0.0454545454545,7,66,10
111481288__7844486783,cef285e73e08,3,570,2791.22941122,17.628817334,1.70228328784,111481288,7844486783,111481288;2080756633;2207418932;111481561;2356350457;129559334;6545541668;3688773918;137868887;10718774501;2356731137;3092601790;4925459193;138230335;5051610943;1548165654;138231433;138234198;138231423;4558796673;137888646;137882131;2222393782;137884299;12458801863;2307219720;12533949494;138238303;138238299;138238298;1788785577;13514607727;137964116;3950967583;3950967587;4751729050;1788785773;2053568214;4464130475;7844486783;4751755844;7844486783,111481288|2080756633|0;2080756633|2207418932|0;2207418932|111481561|0;111481561|2356350457|0;2356350457|129559334|0;129559334|6545541668|0;6545541668|3688773918|0;3688773918|137868887|0;137868887|10718774501|0;10718774501|2356731137|0;2356731137|3092601790|0;3092601790|4925459193|0;4925459193|138230335|0;138230335|5051610943|0;5051610943|1548165654|0;1548165654|138231433|0;138231433|138234198|0;138234198|138231423|0;138231423|4558796673|0;4558796673|137888646|0;137888646|137882131|0;137882131|2222393782|0;2222393782|137884299|0;137884299|12458801863|0;12458801863|2307219720|0;2307219720|12533949494|0;12533949494|138238303|0;138238303|138238299|0;138238299|138238298|0;138238298|1788785577|0;1788785577|13514607727|0;13514607727|137964116|0;137964116|3950967583|0;3950967583|3950967587|0;3950967587|4751729050|0;4751729050|1788785773|0;1788785773|2053568214|0;2053568214|4464130475|0;4464130475|7844486783|0;7844486783|4751755844|0;4751755844|7844486783|0,0.0340909090909,88,0.0454545454545,8,66,10
111481288__7844486783,0d166732fb34,2,577.5000005,3079.34629327,19.1959249285,1.87799673916,111481288,7844486783,111481288;2080756633;2207418932;2207402779;2262128243;3392710660;286969943;3392710660;2262128243;2207402779;2207418932;111481561;2356350457;129559334;6545541668;3688773918;137868887;10718774501;129559333;3092601795;2204100011;3992990334;138234852;286968787;11514012749;475410511;2352603829;12533949485;129554561;2308839857;137959671;4452315908;137961403;1788785577;13514607727;137964116;3950967583;3950967587;4751729050;1788785773;2053568214;4464130475;7844486783;4751755844;7844486783,111481288|2080756633|0;2080756633|2207418932|0;2207418932|2207402779|0;2207402779|2262128243|0;2262128243|3392710660|0;3392710660|286969943|0;286969943|3392710660|0;3392710660|2262128243|0;2262128243|2207402779|0;2207402779|2207418932|0;2207418932|111481561|0;111481561|2356350457|0;2356350457|129559334|0;129559334|6545541668|0;6545541668|3688773918|0;3688773918|137868887|0;137868887|10718774501|0;10718774501|129559333|0;129559333|3092601795|0;3092601795|2204100011|0;2204100011|3992990334|0;3992990334|138234852|0;138234852|286968787|0;286968787|11514012749|0;11514012749|475410511|0;475410511|2352603829|0;2352603829|12533949485|0;12533949485|129554561|0;129554561|2308839857|0;2308839857|137959671|0;137959671|4452315908|0;4452315908|137961403|0;137961403|1788785577|0;1788785577|13514607727|0;13514607727|137964116|0;137964116|3950967583|0;3950967583|3950967587|0;3950967587|4751729050|0;4751729050|1788785773|0;1788785773|2053568214|0;2053568214|4464130475|0;4464130475|7844486783|0;7844486783|4751755844|0;4751755844|7844486783|0,0.0227272727273,88,0.030303030303,9,66,10
111481288__7844486783,3dfd9a303f70,2,502.5000005,3268.56110596,23.4165571537,1.99339291983,111481288,7844486783,111481288;1771990365;111481288;2080756633;2207418932;111481561;2356350457;129559334;6545541668;3688773918;137868887;10718774501;2356731137;3092601790;4925459193;138230335;5051610943;1548165654;138231433;138234198;138231423;4558796673;137888646;137882131;2222393782;137884299;12458801863;2307219738;12458801865;9429130939;137896691;138238303;138238299;138238298;1788785577;13514607727;137964116;3950967583;3950967587;4751729050;1788785773;2053568214;4464130475;7844486783,111481288|1771990365|0;1771990365|111481288|0;111481288|2080756633|0;2080756633|2207418932|0;2207418932|111481561|0;111481561|2356350457|0;2356350457|129559334|0;129559334|6545541668|0;6545541668|3688773918|0;3688773918|137868887|0;137868887|10718774501|0;10718774501|2356731137|0;2356731137|3092601790|0;3092601790|4925459193|0;4925459193|138230335|0;138230335|5051610943|0;5051610943|1548165654|0;1548165654|138231433|0;138231433|138234198|0;138234198|138231423|0;138231423|4558796673|0;4558796673|137888646|0;137888646|137882131|0;137882131|2222393782|0;2222393782|137884299|0;137884299|12458801863|0;12458801863|2307219738|0;2307219738|12458801865|0;12458801865|9429130939|0;9429130939|137896691|0;137896691|138238303|0;138238303|138238299|0;138238299|138238298|0;138238298|1788785577|0;1788785577|13514607727|0;13514607727|137964116|0;137964116|3950967583|0;3950967583|3950967587|0;3950967587|4751729050|0;4751729050|1788785773|0;1788785773|2053568214|0;2053568214|4464130475|0;4464130475|7844486783|0,0.0227272727273,88,0.030303030303,10,66,10
111481288__9025065518,402f1028f272,62,592.258064516,4656.8877816,28.3065727901,1.48970080106,111481288,9025065518,111481288;2080756633;2207418932;2207402779;2262128243;3392710660;286969943;1788784885;2258300905;1827037244;122549700;111467467;478821940;3391598608;478821668;111467271;478632189;1143316313;3375600900;297880608;427067714;285945659;128673222;128673223;1788786316;1418798470;3391599155;1418798469;335691896;5297703224;506097312;8640058388;479183873;8286473847;9370483531;479183608;311889375;428214905;9370099489;428214906;9370099540;311889445;428216714;311889366;9370041821;428214907;111415446;12400883459;12335999720;12335957160;12396326895;10940779780;9025065518,111481288|2080756633|0;2080756633|2207418932|0;2207418932|2207402779|0;2207402779|2262128243|0;2262128243|3392710660|0;3392710660|286969943|0;286969943|1788784885|0;1788784885|2258300905|0;2258300905|1827037244|0;1827037244|122549700|0;122549700|111467467|0;111467467|478821940|0;478821940|3391598608|0;3391598608|478821668|0;478821668|111467271|0;111467271|478632189|0;478632189|1143316313|0;1143316313|3375600900|0;3375600900|297880608|0;297880608|427067714|0;427067714|285945659|0;285945659|128673222|0;128673222|128673223|0;128673223|1788786316|0;1788786316|1418798470|0;1418798470|3391599155|0;3391599155|1418798469|0;1418798469|335691896|0;335691896|5297703224|0;5297703224|506097312|0;506097312|8640058388|0;8640058388|479183873|0;479183873|8286473847|0;8286473847|9370483531|0;9370483531|479183608|0;479183608|311889375|0;311889375|428214905|0;428214905|9370099489|0;9370099489|428214906|0;428214906|9370099540|0;9370099540|311889445|0;311889445|428216714|0;428216714|311889366|0;311889366|9370041821|0;9370041821|428214907|0;428214907|111415446|0;111415446|12400883459|0;12400883459|12335999720|0;12335999720|12335957160|0;12335957160|12396326895|0;12396326895|10940779780|0;10940779780|9025065518|0,0.455882352941,136,0.56880733945,1,109,9
111481288__9025065518,1850c7cca5dc,23,731.739131174,4671.50180112,22.9827895866,1.4943757079,111481288,9025065518,111481288;2080756633;2207418932;2207402779;2262128243;3392710660;286969943;1788784885;2258300905;1827037244;122549700;111467467;478646205;478645996;2619594977;2681392509;2616040186;3391598619;478821668;111467271;478632189;1143316313;3375600900;297880608;427067714;285945659;128673222;128673223;1788786316;1418798470;3391599155;1418798469;335691896;5297703224;506097312;8640058388;479183873;8286473847;9370483531;479183608;311889375;428214905;9370099489;428214906;9370099540;311889445;428216714;311889366;9370041821;428214907;111415446;12400883459;12335999720;12335957160;12396326895;10940779780;9025065518,111481288|2080756633|0;2080756633|2207418932|0;2207418932|2207402779|0;2207402779|2262128243|0;2262128243|3392710660|0;3392710660|286969943|0;286969943|1788784885|0;1788784885|2258300905|0;2258300905|1827037244|0;1827037244|122549700|0;122549700|111467467|0;111467467|478646205|0;478646205|478645996|0;478645996|2619594977|0;2619594977|2681392509|0;2681392509|2616040186|0;2616040186|3391598619|0;3391598619|478821668|0;478821668|111467271|0;111467271|478632189|0;478632189|1143316313|0;1143316313|3375600900|0;3375600900|297880608|0;297880608|427067714|0;427067714|285945659|0;285945659|128673222|0;128673222|128673223|0;128673223|1788786316|0;1788786316|1418798470|0;1418798470|3391599155|0;3391599155|1418798469|0;1418798469|335691896|0;335691896|5297703224|0;5297703224|506097312|0;506097312|8640058388|0;8640058388|479183873|0;479183873|8286473847|0;8286473847|9370483531|0;9370483531|479183608|0;479183608|311889375|0;311889375|428214905|0;428214905|9370099489|0;9370099489|428214906|0;428214906|9370099540|0;9370099540|311889445|0;311889445|428216714|0;428216714|311889366|0;311889366|9370041821|0;9370041821|428214907|0;428214907|111415446|0;111415446|12400883459|0;12400883459|12335999720|0;12335999720|12335957160|0;12335957160|12396326895|0;12396326895|10940779780|0;10940779780|9025065518|0,0.169117647059,136,0.211009174312,2,109,9
111481288__9025065518,e1ff17aac982,10,625.5000005,5319.82144247,30.6176773422,1.70176792656,111481288,9025065518,111481288;1771990365;111481288;2080756633;2207418932;2207402779;2262128243;3392710660;286969943;1788784885;2258300905;1827037244;122549700;111467467;478821940;3391598608;478821668;111467271;478632189;1143316313;3375600900;297880608;427067714;285945659;128673222;128673223;1788786316;1418798470;3391599155;1418798469;335691896;5297703224;506097312;8640058388;479183873;8286473847;9370483531;479183608;311889375;428214905;9370099489;428214906;9370099540;311889445;428216714;311889366;9370041821;428214907;111415446;12400883459;12335999720;12335957160;12396326895;10940779780;9025065518,111481288|1771990365|0;1771990365|111481288|0;111481288|2080756633|0;2080756633|2207418932|0;2207418932|2207402779|0;2207402779|2262128243|0;2262128243|3392710660|0;3392710660|286969943|0;286969943|1788784885|0;1788784885|2258300905|0;2258300905|1827037244|0;1827037244|122549700|0;122549700|111467467|0;111467467|478821940|0;478821940|3391598608|0;3391598608|478821668|0;478821668|111467271|0;111467271|478632189|0;478632189|1143316313|0;1143316313|3375600900|0;3375600900|297880608|0;297880608|427067714|0;427067714|285945659|0;285945659|128673222|0;128673222|128673223|0;128673223|1788786316|0;1788786316|1418798470|0;1418798470|3391599155|0;3391599155|1418798469|0;1418798469|335691896|0;335691896|5297703224|0;5297703224|506097312|0;506097312|8640058388|0;8640058388|479183873|0;479183873|8286473847|0;8286473847|9370483531|0;9370483531|479183608|0;479183608|311889375|0;311889375|428214905|0;428214905|9370099489|0;9370099489|428214906|0;428214906|9370099540|0;9370099540|311889445|0;311889445|428216714|0;428216714|311889366|0;311889366|9370041821|0;9370041821|428214907|0;428214907|111415446|0;111415446|12400883459|0;12400883459|12335999720|0;12335999720|12335957160|0;12335957160|12396326895|0;12396326895|10940779780|0;10940779780|9025065518|0,0.0735294117647,136,0.0917431192661,3,109,9
111481288__9025065518,6aa786831df4,4,727.49999975,5334.43546198,26.3972064189,1.70644283341,111481288,9025065518,111481288;1771990365;111481288;2080756633;2207418932;2207402779;2262128243;3392710660;286969943;1788784885;2258300905;1827037244;122549700;111467467;478646205;478645996;2619594977;2681392509;2616040186;3391598619;478821668;111467271;478632189;1143316313;3375600900;297880608;427067714;285945659;128673222;128673223;1788786316;1418798470;3391599155;1418798469;335691896;5297703224;506097312;8640058388;479183873;8286473847;9370483531;479183608;311889375;428214905;9370099489;428214906;9370099540;311889445;428216714;311889366;9370041821;428214907;111415446;12400883459;12335999720;12335957160;12396326895;10940779780;9025065518,111481288|1771990365|0;1771990365|111481288|0;111481288|2080756633|0;2080756633|2207418932|0;2207418932|2207402779|0;2207402779|2262128243|0;2262128243|3392710660|0;3392710660|286969943|0;286969943|1788784885|0;1788784885|2258300905|0;2258300905|1827037244|0;1827037244|122549700|0;122549700|111467467|0;111467467|478646205|0;478646205|478645996|0;478645996|2619594977|0;2619594977|2681392509|0;2681392509|2616040186|0;2616040186|3391598619|0;3391598619|478821668|0;478821668|111467271|0;111467271|478632189|0;478632189|1143316313|0;1143316313|3375600900|0;3375600900|297880608|0;297880608|427067714|0;427067714|285945659|0;285945659|128673222|0;128673222|128673223|0;128673223|1788786316|0;1788786316|1418798470|0;1418798470|3391599155|0;3391599155|1418798469|0;1418798469|335691896|0;335691896|5297703224|0;5297703224|506097312|0;506097312|8640058388|0;8640058388|479183873|0;479183873|8286473847|0;8286473847|9370483531|0;9370483531|479183608|0;479183608|311889375|0;311889375|428214905|0;428214905|9370099489|0;9370099489|428214906|0;428214906|9370099540|0;9370099540|311889445|0;311889445|428216714|0;428216714|311889366|0;311889366|9370041821|0;9370041821|428214907|0;428214907|111415446|0;111415446|12400883459|0;12400883459|12335999720|0;12335999720|12335957160|0;12335957160|12396326895|0;12396326895|10940779780|0;10940779780|9025065518|0,0.0294117647059,136,0.0366972477064,4,109,9
111481288__9025065518,1ce2a52842db,2,930.0000005,4898.49300325,18.9619083895,1.56698836071,111481288,9025065518,111481288;2080756633;2207418932;2207402779;2262128243;3392710660;286969943;1788784885;2258300905;1827037244;122549700;111467467;478646205;478645996;2619594977;2681392509;2616040186;3391598619;478821668;111467271;478632189;1143316313;3375600900;297880608;427067714;285945659;128673222;285945659;128673222;128673223;1788786316;1418798470;3391599155;1418798469;335691896;5297703224;506097312;8640058388;479183873;8286473847;9370483531;479183608;311889375;428214905;9370099489;428214906;9370099540;311889445;428216714;311889366;9370041821;428214907;111415446;12400883459;12335999720;12335957160;12396326895;10940779780;9025065518,111481288|2080756633|0;2080756633|2207418932|0;2207418932|2207402779|0;2207402779|2262128243|0;2262128243|3392710660|0;3392710660|286969943|0;286969943|1788784885|0;1788784885|2258300905|0;2258300905|1827037244|0;1827037244|122549700|0;122549700|111467467|0;111467467|478646205|0;478646205|478645996|0;478645996|2619594977|0;2619594977|2681392509|0;2681392509|2616040186|0;2616040186|3391598619|0;3391598619|478821668|0;478821668|111467271|0;111467271|478632189|0;478632189|1143316313|0;1143316313|3375600900|0;3375600900|297880608|0;297880608|427067714|0;427067714|285945659|0;285945659|128673222|0;128673222|285945659|0;285945659|128673222|0;128673222|128673223|0;128673223|1788786316|0;1788786316|1418798470|0;1418798470|3391599155|0;3391599155|1418798469|0;1418798469|335691896|0;335691896|5297703224|0;5297703224|506097312|0;506097312|8640058388|0;8640058388|479183873|0;479183873|8286473847|0;8286473847|9370483531|0;9370483531|479183608|0;479183608|311889375|0;311889375|428214905|0;428214905|9370099489|0;9370099489|428214906|0;428214906|9370099540|0;9370099540|311889445|0;311889445|428216714|0;428216714|311889366|0;311889366|9370041821|0;9370041821|428214907|0;428214907|111415446|0;111415446|12400883459|0;12400883459|12335999720|0;12335999720|12335957160|0;12335957160|12396326895|0;12396326895|10940779780|0;10940779780|9025065518|0,0.0147058823529,136,0.0183486238532,5,109,9
111481288__9025065518,48ab995e122c,2,802.500001,4883.87898374,21.9089898063,1.56231345387,111481288,9025065518,111481288;2080756633;2207418932;2207402779;2262128243;3392710660;286969943;1788784885;2258300905;1827037244;122549700;111467467;478821940;3391598608;478821668;111467271;478632189;1143316313;3375600900;297880608;427067714;285945659;128673222;285945659;128673222;128673223;1788786316;1418798470;3391599155;1418798469;335691896;5297703224;506097312;8640058388;479183873;8286473847;9370483531;479183608;311889375;428214905;9370099489;428214906;9370099540;311889445;428216714;311889366;9370041821;428214907;111415446;12400883459;12335999720;12335957160;12396326895;10940779780;9025065518,111481288|2080756633|0;2080756633|2207418932|0;2207418932|2207402779|0;2207402779|2262128243|0;2262128243|3392710660|0;3392710660|286969943|0;286969943|1788784885|0;1788784885|2258300905|0;2258300905|1827037244|0;1827037244|122549700|0;122549700|111467467|0;111467467|478821940|0;478821940|3391598608|0;3391598608|478821668|0;478821668|111467271|0;111467271|478632189|0;478632189|1143316313|0;1143316313|3375600900|0;3375600900|297880608|0;297880608|427067714|0;427067714|285945659|0;285945659|128673222|0;128673222|285945659|0;285945659|128673222|0;128673222|128673223|0;128673223|1788786316|0;1788786316|1418798470|0;1418798470|3391599155|0;3391599155|1418798469|0;1418798469|335691896|0;335691896|5297703224|0;5297703224|506097312|0;506097312|8640058388|0;8640058388|479183873|0;479183873|8286473847|0;8286473847|9370483531|0;9370483531|479183608|0;479183608|311889375|0;311889375|428214905|0;428214905|9370099489|0;9370099489|428214906|0;428214906|9370099540|0;9370099540|311889445|0;311889445|428216714|0;428216714|311889366|0;311889366|9370041821|0;9370041821|428214907|0;428214907|111415446|0;111415446|12400883459|0;12400883459|12335999720|0;12335999720|12335957160|0;12335957160|12396326895|0;12396326895|10940779780|0;10940779780|9025065518|0,0.0147058823529,136,0.0183486238532,6,109,9
111481288__9025065518,6352261ac361,2,532.4999995,4667.25300776,31.5532598004,1.49301655322,111481288,9025065518,111481288;2080756633;2207418932;2207402779;2262128243;3392710660;286969943;1788784885;2258300905;1827037244;122549700;111467467;478821940;3391598608;478821668;111467271;478632189;1143316313;3375600900;297880608;427067714;285945659;128673222;128673223;1788786316;1418798470;3391599155;1418798469;335691896;5297703224;506097312;8640058388;479183873;8286473847;9370483531;479183608;311889375;428214905;9370099489;428214906;9370099540;311889445;428216714;311889366;9370041821;428214907;111415446;12400883459;1239645077;1239645082;9026838533;10940779780;9025065518,111481288|2080756633|0;2080756633|2207418932|0;2207418932|2207402779|0;2207402779|2262128243|0;2262128243|3392710660|0;3392710660|286969943|0;286969943|1788784885|0;1788784885|2258300905|0;2258300905|1827037244|0;1827037244|122549700|0;122549700|111467467|0;111467467|478821940|0;478821940|3391598608|0;3391598608|478821668|0;478821668|111467271|0;111467271|478632189|0;478632189|1143316313|0;1143316313|3375600900|0;3375600900|297880608|0;297880608|427067714|0;427067714|285945659|0;285945659|128673222|0;128673222|128673223|0;128673223|1788786316|0;1788786316|1418798470|0;1418798470|3391599155|0;3391599155|1418798469|0;1418798469|335691896|0;335691896|5297703224|0;5297703224|506097312|0;506097312|8640058388|0;8640058388|479183873|0;479183873|8286473847|0;8286473847|9370483531|0;9370483531|479183608|0;479183608|311889375|0;311889375|428214905|0;428214905|9370099489|0;9370099489|428214906|0;428214906|9370099540|0;9370099540|311889445|0;311889445|428216714|0;428216714|311889366|0;311889366|9370041821|0;9370041821|428214907|0;428214907|111415446|0;111415446|12400883459|0;12400883459|1239645077|0;1239645077|1239645082|0;1239645082|9026838533|0;9026838533|10940779780|0;10940779780|9025065518|0,0.0147058823529,136,0.0183486238532,7,109,9
